Language,Movie_ID,Review,Score,tokenized_reviews
en,85772094,i am utterly surprised at the slew of positive comments about this movie i know i should not care what other people think of me us but i am embarrassed that this movie might become one of the movies people watch in the future might they see a show like blood diamond as insight into culture from back in #### this movie is rated a # one star for storyline malfunctions hacked motivations and an unacceptable amount of eye rolling from me it most recent viewer i still have a mild headache from the eye rolling yeah after i finish this i will contact warner bros with my lawyers details i am graciously giving blood diamond a bump to # ## stars due to rather excellent performances by actors cursed with a silly story but reasonable dialog the dialog deserves some credit but also the general a v production was wonderful quality on the dvd w small speakers the voices were easily heard despite heavy accents to my american ears and a lot of background noise i e great balance between the audio for dialog and background music and cleanly edited too well there you have it this movie was not impressive and i hope it falls into a forgotten dimension ,3,"['utterly', 'surprised', 'the', 'slew', 'positive', 'comments', 'about', 'this', 'movie', 'know', 'should', 'not', 'care', 'what', 'other', 'people', 'think', 'but', 'embarrassed', 'that', 'this', 'movie', 'might', 'become', 'one', 'the', 'movies', 'people', 'watch', 'the', 'future', 'might', 'they', 'see', 'show', 'like', 'blood', 'diamond', 'insight', 'into', 'culture', 'from', 'back', '####', 'this', 'movie', 'rated', 'one', 'star', 'for', 'storyline', 'malfunctions', 'hacked', 'motivations', 'unacceptable', 'amount', 'eye', 'rolling', 'from', 'most', 'recent', 'viewer', 'still', 'have', 'mild', 'headache', 'from', 'the', 'eye', 'rolling', 'yeah', 'after', 'finish', 'this', 'will', 'contact', 'warner', 'bros', 'with', 'lawyers', 'details', 'graciously', 'giving', 'blood', 'diamond', 'bump', 'stars', 'due', 'rather', 'excellent', 'performances', 'actors', 'cursed', 'with', 'silly', 'story', 'but', 'reasonable', 'dialog', 'the', 'dialog', 'deserves', 'some', 'credit', 'but', 'also', 'the', 'general', 'production', 'was', 'wonderful', 'quality', 'the', 'dvd', 'small', 'speakers', 'the', 'voices', 'were', 'easily', 'heard', 'despite', 'heavy', 'accents', 'american', 'ears', 'lot', 'background', 'noise', 'great', 'balance', 'between', 'the', 'audio', 'for', 'dialog', 'background', 'music', 'cleanly', 'edited', 'too', 'well', 'there', 'you', 'have', 'this', 'movie', 'was', 'not', 'impressive', 'hope', 'falls', 'into', 'forgotten', 'dimension']"
en,85772094,blood diamond the titanic in africa here the deal leonardo takes a dangerous journey meets an american girl with an attitude and there is a bloody great diamond involved plus a lot of innocent people die the plot follows the blood diamonds from sierra leone west africa mined by slaves to fund a civil war the diamonds flood the legitimate market after being laundered in the movie a slave solomon finds and buries a huge mother of a pink diamond then the camp is attacked solomon is freed but white diamond smuggler danny hears about the diamond in prison and the two get out of a heavily assaulted freetown and form a reluctant bond solomon needing danny help to find his family and danny wanting the pink stone riding shotgun is middle class american chick with race guilt and nice hooters maddy who also happens to be a photojournalist as it turns out solomon wife and two daughters are in a camp but his son has been impressed into service by the ruf rebel united front so danny and solomon head back to the camp to try and find the diamond and solomon son who has now been exposed to mass murder and heavy drugs a foul practice along the way we see the horrors of war in africa the retired south african white regiment that is now a mercenary army the destruction the africans visit upon themselves a cheesy movie zwick has no depth like in glory or last samurai he introduces racially charged topics and dramatic situations yet it is effective because the material is so rich in human tragedy leonardo di caprio is cast very inappropriately in titanic he was supposed to be a very worldly traveled precocious young man here it is even worse he is supposed to be this prematurely aged veteran of armed conflict it just does not work however it always nice to see jennifer connelly even with her clothes on that black guy from gladiator with the name like a fancy french sandwich with mustard is very good as well but i would be wary starring next to him because the white guys he stars with all die and are therefore illegible for a sequel ,7,"['blood', 'diamond', 'the', 'titanic', 'africa', 'here', 'the', 'deal', 'leonardo', 'takes', 'dangerous', 'journey', 'meets', 'american', 'girl', 'with', 'attitude', 'there', 'bloody', 'great', 'diamond', 'involved', 'plus', 'lot', 'innocent', 'people', 'die', 'the', 'plot', 'follows', 'the', 'blood', 'diamonds', 'from', 'sierra', 'leone', 'west', 'africa', 'mined', 'slaves', 'fund', 'civil', 'war', 'the', 'diamonds', 'flood', 'the', 'legitimate', 'market', 'after', 'being', 'laundered', 'the', 'movie', 'slave', 'solomon', 'finds', 'buries', 'huge', 'mother', 'pink', 'diamond', 'then', 'the', 'camp', 'attacked', 'solomon', 'freed', 'but', 'white', 'diamond', 'smuggler', 'danny', 'hears', 'about', 'the', 'diamond', 'prison', 'the', 'two', 'get', 'out', 'heavily', 'assaulted', 'form', 'reluctant', 'bond', 'solomon', 'needing', 'danny', 'help', 'find', 'his', 'family', 'danny', 'wanting', 'the', 'pink', 'stone', 'riding', 'shotgun', 'middle', 'class', 'american', 'chick', 'with', 'race', 'guilt', 'nice', 'hooters', 'maddy', 'who', 'also', 'happens', 'photojournalist', 'turns', 'out', 'solomon', 'wife', 'two', 'daughters', 'are', 'camp', 'but', 'his', 'son', 'has', 'been', 'impressed', 'into', 'service', 'the', 'ruf', 'rebel', 'united', 'front', 'danny', 'solomon', 'head', 'back', 'the', 'camp', 'try', 'find', 'the', 'diamond', 'solomon', 'son', 'who', 'has', 'now', 'been', 'exposed', 'mass', 'murder', 'heavy', 'drugs', 'foul', 'practice', 'along', 'the', 'way', 'see', 'the', 'horrors', 'war', 'africa', 'the', 'retired', 'south', 'african', 'white', 'regiment', 'that', 'now', 'mercenary', 'army', 'the', 'destruction', 'the', 'africans', 'visit', 'upon', 'themselves', 'cheesy', 'movie', 'has', 'depth', 'like', 'glory', 'last', 'samurai', 'introduces', 'racially', 'charged', 'topics', 'dramatic', 'situations', 'yet', 'effective', 'because', 'the', 'material', 'rich', 'human', 'tragedy', 'leonardo', 'cast', 'very', 'inappropriately', 'titanic', 'was', 'supposed', 'very', 'worldly', 'traveled', 'precocious', 'young', 'man', 'here', 'even', 'worse', 'supposed', 'this', 'prematurely', 'aged', 'veteran', 'armed', 'conflict', 'just', 'does', 'not', 'work', 'however', 'always', 'nice', 'see', 'jennifer', 'even', 'with', 'her', 'clothes', 'that', 'black', 'guy', 'from', 'gladiator', 'with', 'the', 'name', 'like', 'fancy', 'french', 'sandwich', 'with', 'mustard', 'very', 'good', 'well', 'but', 'would', 'wary', 'starring', 'next', 'him', 'because', 'the', 'white', 'guys', 'stars', 'with', 'all', 'die', 'are', 'therefore', 'illegible', 'for', 'sequel']"
en,134880575,i had no expectations for this movie i had not seen the ads or heard the buzz i wanted to go to the movies had the choice between pink panther and walk the line and having seen the pink panther ads i picked this one i went in expecting another biopic ok to watch once not remarkable in any way just a quick fast forward through the biggest moments of johnny cash career i was wrong the focus on johnny and june is what makes this movie so compelling it serves as a filter every detail about johnny career does not have be shown we do not have to follow his life until he dies and so forth instead we can focus on the topic of johnny and june and the movie has a story with a structure and a happy ending it also serves to make this movie more intimate than most biopics we see johnny personal life not only in short clips but as a continuing theme throughout it makes him more human stellar performances from both lead actors particularly reese witherspoon who portrays june compelling personality very well the chemistry between the two lead actors is great the childhood scenes also worked in most biopics these are very short and seem like gratuitous foreshadowing of the star later career see the otherwise brilliant man on the moon for example here that was avoided by focusing on the brother tragic death that and the father attitude served to explain cash problems later in life and they were not overdone the death was touching but not too dramatized it seemed fairly realistic we got to see just enough of jack and the family dynamics to understand how devastating his death would be for the others the only thing i wanted to see more of was the courtship between johnny and viv there never seemed to be any chemistry between them as all we saw were their marital problems it would have been nice to know why johnny fell in love with her and what made them get married it would have humanized viv a bit as it is she comes off as a rather demanding woman who does not understand johnny devotion to music i am not saying she had no reason to complain but this aspect was overdone in my opinion the music scenes worked well to set the tone and serve as transitions throughout the movie joaquin phoenix and reese witherspoon shine on stage and their chemistry is especially good in these scenes all in all this is one of the best biopics i have ever seen highly recommended ,9,"['had', 'expectations', 'for', 'this', 'movie', 'had', 'not', 'seen', 'the', 'ads', 'heard', 'the', 'buzz', 'wanted', 'the', 'movies', 'had', 'the', 'choice', 'between', 'pink', 'panther', 'walk', 'the', 'line', 'having', 'seen', 'the', 'pink', 'panther', 'ads', 'picked', 'this', 'one', 'went', 'expecting', 'another', 'biopic', 'watch', 'once', 'not', 'remarkable', 'any', 'way', 'just', 'quick', 'fast', 'forward', 'through', 'the', 'biggest', 'moments', 'johnny', 'cash', 'career', 'was', 'wrong', 'the', 'focus', 'johnny', 'june', 'what', 'makes', 'this', 'movie', 'compelling', 'serves', 'filter', 'every', 'detail', 'about', 'johnny', 'career', 'does', 'not', 'have', 'shown', 'not', 'have', 'follow', 'his', 'life', 'until', 'dies', 'forth', 'instead', 'can', 'focus', 'the', 'topic', 'johnny', 'june', 'the', 'movie', 'has', 'story', 'with', 'structure', 'happy', 'ending', 'also', 'serves', 'make', 'this', 'movie', 'more', 'intimate', 'than', 'most', 'biopics', 'see', 'johnny', 'personal', 'life', 'not', 'only', 'short', 'clips', 'but', 'continuing', 'theme', 'throughout', 'makes', 'him', 'more', 'human', 'stellar', 'performances', 'from', 'both', 'lead', 'actors', 'particularly', 'reese', 'who', 'portrays', 'june', 'compelling', 'personality', 'very', 'well', 'the', 'chemistry', 'between', 'the', 'two', 'lead', 'actors', 'great', 'the', 'childhood', 'scenes', 'also', 'worked', 'most', 'biopics', 'these', 'are', 'very', 'short', 'seem', 'like', 'gratuitous', 'foreshadowing', 'the', 'star', 'later', 'career', 'see', 'the', 'otherwise', 'brilliant', 'man', 'the', 'moon', 'for', 'example', 'here', 'that', 'was', 'avoided', 'focusing', 'the', 'brother', 'tragic', 'death', 'that', 'the', 'father', 'attitude', 'served', 'explain', 'cash', 'problems', 'later', 'life', 'they', 'were', 'not', 'overdone', 'the', 'death', 'was', 'touching', 'but', 'not', 'too', 'dramatized', 'seemed', 'fairly', 'realistic', 'got', 'see', 'just', 'enough', 'jack', 'the', 'family', 'dynamics', 'understand', 'how', 'devastating', 'his', 'death', 'would', 'for', 'the', 'others', 'the', 'only', 'thing', 'wanted', 'see', 'more', 'was', 'the', 'courtship', 'between', 'johnny', 'viv', 'there', 'never', 'seemed', 'any', 'chemistry', 'between', 'them', 'all', 'saw', 'were', 'their', 'marital', 'problems', 'would', 'have', 'been', 'nice', 'know', 'why', 'johnny', 'fell', 'love', 'with', 'her', 'what', 'made', 'them', 'get', 'married', 'would', 'have', 'humanized', 'viv', 'bit', 'she', 'comes', 'off', 'rather', 'demanding', 'woman', 'who', 'does', 'not', 'understand', 'johnny', 'devotion', 'music', 'not', 'saying', 'she', 'had', 'reason', 'complain', 'but', 'this', 'aspect', 'was', 'overdone', 'opinion', 'the', 'music', 'scenes', 'worked', 'well', 'set', 'the', 'tone', 'serve', 'transitions', 'throughout', 'the', 'movie', 'phoenix', 'reese', 'shine', 'stage', 'their', 'chemistry', 'especially', 'good', 'these', 'scenes', 'all', 'all', 'this', 'one', 'the', 'best', 'biopics', 'have', 'ever', 'seen', 'highly', 'recommended']"
en,134880575,i first heard about this film on the internet way back when it was announced that they were going to make the biopic of johnny cash i did not think too much of it and as months went by i started becoming more and more interested in it i thought joaquin phoenix was great in a lot he had done since gladiator and was becoming a fan reese witherspoon i aways saw as a girl next door type so i was up in the air with her playing june carter when i finally saw a preview of the film i immediately wanted to check it out do to my curiosity and speculation something inside me wanted this to be good so i checked it out i was hooked from beginning to end and i even found myself toe tapping to the music i am not even a fan of country the performances are outstanding with both phoenix and witherspoon at their career defining best i am pulling for both to win the oscars for actor and actress but am shocked to find out it is not up for best picture it an outrage because whether the academy agrees or not apparently not this is the best picture of #### see it for an entertaining story music drama and overall great film ,10,"['first', 'heard', 'about', 'this', 'film', 'the', 'internet', 'way', 'back', 'when', 'was', 'announced', 'that', 'they', 'were', 'going', 'make', 'the', 'biopic', 'johnny', 'cash', 'did', 'not', 'think', 'too', 'much', 'months', 'went', 'started', 'becoming', 'more', 'more', 'interested', 'thought', 'phoenix', 'was', 'great', 'lot', 'had', 'done', 'since', 'gladiator', 'was', 'becoming', 'fan', 'reese', 'aways', 'saw', 'girl', 'next', 'door', 'type', 'was', 'the', 'air', 'with', 'her', 'playing', 'june', 'carter', 'when', 'finally', 'saw', 'preview', 'the', 'film', 'immediately', 'wanted', 'check', 'out', 'curiosity', 'speculation', 'something', 'inside', 'wanted', 'this', 'good', 'checked', 'out', 'was', 'hooked', 'from', 'beginning', 'end', 'even', 'found', 'myself', 'toe', 'tapping', 'the', 'music', 'not', 'even', 'fan', 'country', 'the', 'performances', 'are', 'outstanding', 'with', 'both', 'phoenix', 'their', 'career', 'defining', 'best', 'pulling', 'for', 'both', 'win', 'the', 'oscars', 'for', 'actor', 'actress', 'but', 'shocked', 'find', 'out', 'not', 'for', 'best', 'picture', 'outrage', 'because', 'whether', 'the', 'academy', 'agrees', 'not', 'apparently', 'not', 'this', 'the', 'best', 'picture', '####', 'see', 'for', 'entertaining', 'story', 'music', 'drama', 'overall', 'great', 'film']"
en,134880575,written and directed by james mangold walk the line charts the life and times of renowned country music artist jonny cash the film stars joaquin phoenix as cash and reese witherspoon as june carter the woman with whom cash has an elaborate romance despite likable performances by phoenix and witherspoon walk the line is wholly formulaic unfolding like a superhero origins tale the film watches as cash rises from humble beginnings dons a costume becomes a star drug addict and then lover fidelity and faithfulness are the film chief preoccupations the walking the line of its title cash called upon to be faithful to a wife he betrays and then a lover he gives up a serious drug addiction to be with though a by the numbers biopic and though it completely flattens and simplifies a rich life walk the line is entertaining glossy and ends on a cute note # # ## worth one viewing see tender mercies ,7,"['written', 'directed', 'james', 'walk', 'the', 'line', 'charts', 'the', 'life', 'times', 'renowned', 'country', 'music', 'artist', 'jonny', 'cash', 'the', 'film', 'stars', 'phoenix', 'cash', 'reese', 'june', 'carter', 'the', 'woman', 'with', 'whom', 'cash', 'has', 'elaborate', 'romance', 'despite', 'likable', 'performances', 'phoenix', 'walk', 'the', 'line', 'wholly', 'formulaic', 'unfolding', 'like', 'superhero', 'origins', 'tale', 'the', 'film', 'watches', 'cash', 'rises', 'from', 'humble', 'beginnings', 'dons', 'costume', 'becomes', 'star', 'drug', 'addict', 'then', 'lover', 'fidelity', 'faithfulness', 'are', 'the', 'film', 'chief', 'preoccupations', 'the', 'walking', 'the', 'line', 'its', 'title', 'cash', 'called', 'upon', 'faithful', 'wife', 'betrays', 'then', 'lover', 'gives', 'serious', 'drug', 'addiction', 'with', 'though', 'the', 'numbers', 'biopic', 'though', 'completely', 'flattens', 'simplifies', 'rich', 'life', 'walk', 'the', 'line', 'entertaining', 'glossy', 'ends', 'cute', 'note', 'worth', 'one', 'viewing', 'see', 'tender', 'mercies']"
en,-24241856,the best way to watch this movie is to watch it on dvd actually your own dvd not a second hand one if possible the reason well in that way at least you try to watch it with patience i mean after all you must have spent more than ## well that what the boxset costs in my case that helped me enormously when i first ordered the boxset on the internet i was so excited that i am finally going to watch the greatest movie of all time then about # weeks later the dvd arrived i waited until the weekend i am a highschool student and watched the first godfather my first experience of it was well disappointing it was boring and the story went too slow i was not just disappointed i was furious furious about all the good reviews about this movies but then with my incredible patience i watched it again i mean after all i spent a huge amount of money on this i had to understand what it was about second time was also bad then i watched it for the thrid time and it was incredible it was fantasitc suddenly i could see all the meanings of the movies and from then one i watched it again and again i must have watched it more than ## times now but i will never get bored so please if you are watching the godfather trilogy for the first time and you are young buy the boxset it will help trust me ,10,"['the', 'best', 'way', 'watch', 'this', 'movie', 'watch', 'dvd', 'actually', 'your', 'own', 'dvd', 'not', 'second', 'hand', 'one', 'possible', 'the', 'reason', 'well', 'that', 'way', 'least', 'you', 'try', 'watch', 'with', 'patience', 'mean', 'after', 'all', 'you', 'must', 'have', 'spent', 'more', 'than', 'well', 'that', 'what', 'the', 'boxset', 'costs', 'case', 'that', 'helped', 'enormously', 'when', 'first', 'ordered', 'the', 'boxset', 'the', 'internet', 'was', 'excited', 'that', 'finally', 'going', 'watch', 'the', 'greatest', 'movie', 'all', 'time', 'then', 'about', 'weeks', 'later', 'the', 'dvd', 'arrived', 'waited', 'until', 'the', 'weekend', 'highschool', 'student', 'watched', 'the', 'first', 'godfather', 'first', 'experience', 'was', 'well', 'disappointing', 'was', 'boring', 'the', 'story', 'went', 'too', 'slow', 'was', 'not', 'just', 'disappointed', 'was', 'furious', 'furious', 'about', 'all', 'the', 'good', 'reviews', 'about', 'this', 'movies', 'but', 'then', 'with', 'incredible', 'patience', 'watched', 'again', 'mean', 'after', 'all', 'spent', 'huge', 'amount', 'money', 'this', 'had', 'understand', 'what', 'was', 'about', 'second', 'time', 'was', 'also', 'bad', 'then', 'watched', 'for', 'the', 'thrid', 'time', 'was', 'incredible', 'was', 'suddenly', 'could', 'see', 'all', 'the', 'meanings', 'the', 'movies', 'from', 'then', 'one', 'watched', 'again', 'again', 'must', 'have', 'watched', 'more', 'than', 'times', 'now', 'but', 'will', 'never', 'get', 'bored', 'please', 'you', 'are', 'watching', 'the', 'godfather', 'trilogy', 'for', 'the', 'first', 'time', 'you', 'are', 'young', 'buy', 'the', 'boxset', 'will', 'help', 'trust']"
en,-24241856,much of my male wisdom and philosophy on life is derived from the godfather it is one of the most powerful poetic dramatic stories in history elevated from pulp to high art by a brilliant ensemble cast mythical direction and a riveting script brando is forever enshrined by his performance as don vito head of the powerful corleone crime family al pacino stars in his breakthrough role as the don son michael who is ironically transplanted from war hero to mafia chief during a pivotal existential murder scene it is a comment on the fallibility of the american dream how every good boy has the capacity for bad every character resonates with authenticity every subplot relates back to the theme of redemption through dedication to family the godfather above all raises moral questions about how far one should go for their family it is a tribute to an age long before organized crime had been washed away by drugs and rock and roll when loyalty was ensured through family connections and the power of the mafia was as strong as the national government a film that is truly epic in scope and all encompassing in wisdom a masterpiece ,10,"['much', 'male', 'wisdom', 'philosophy', 'life', 'derived', 'from', 'the', 'godfather', 'one', 'the', 'most', 'powerful', 'poetic', 'dramatic', 'stories', 'history', 'elevated', 'from', 'pulp', 'high', 'art', 'brilliant', 'ensemble', 'cast', 'mythical', 'direction', 'riveting', 'script', 'forever', 'enshrined', 'his', 'performance', 'don', 'head', 'the', 'powerful', 'crime', 'family', 'stars', 'his', 'breakthrough', 'role', 'the', 'don', 'son', 'michael', 'who', 'ironically', 'transplanted', 'from', 'war', 'hero', 'mafia', 'chief', 'during', 'pivotal', 'existential', 'murder', 'scene', 'comment', 'the', 'fallibility', 'the', 'american', 'dream', 'how', 'every', 'good', 'boy', 'has', 'the', 'capacity', 'for', 'bad', 'every', 'character', 'resonates', 'with', 'authenticity', 'every', 'subplot', 'relates', 'back', 'the', 'theme', 'redemption', 'through', 'dedication', 'family', 'the', 'godfather', 'above', 'all', 'raises', 'moral', 'questions', 'about', 'how', 'far', 'one', 'should', 'for', 'their', 'family', 'tribute', 'age', 'long', 'before', 'organized', 'crime', 'had', 'been', 'washed', 'away', 'drugs', 'rock', 'roll', 'when', 'loyalty', 'was', 'ensured', 'through', 'family', 'connections', 'the', 'power', 'the', 'mafia', 'was', 'strong', 'the', 'national', 'government', 'film', 'that', 'truly', 'epic', 'scope', 'all', 'encompassing', 'wisdom', 'masterpiece']"
en,-1924172856,the two towers is without doubt this year best film the errors are very small and the achievements very major in particular the most creative and memorable cgi ever makes harry potter # look like a poor tv show from ten years ago this is the sort of film you can watch twice in the first week and still come out wanting more ,9,"['the', 'two', 'towers', 'without', 'doubt', 'this', 'year', 'best', 'film', 'the', 'errors', 'are', 'very', 'small', 'the', 'achievements', 'very', 'major', 'particular', 'the', 'most', 'creative', 'memorable', 'cgi', 'ever', 'makes', 'harry', 'potter', 'look', 'like', 'poor', 'show', 'from', 'ten', 'years', 'ago', 'this', 'the', 'sort', 'film', 'you', 'can', 'watch', 'twice', 'the', 'first', 'week', 'still', 'come', 'out', 'wanting', 'more']"
en,-1924172856,not the worst movie ive ever seen but you combine that it wasnt that interesting and the fact that it was over three hours long makes for a mid level movie the movie looked great at times but in a couple of scenes the use of a blue scene was very noticeable,10,"['not', 'the', 'worst', 'movie', 'ive', 'ever', 'seen', 'but', 'you', 'combine', 'that', 'that', 'interesting', 'the', 'fact', 'that', 'was', 'over', 'three', 'hours', 'long', 'makes', 'for', 'mid', 'level', 'movie', 'the', 'movie', 'looked', 'great', 'times', 'but', 'couple', 'scenes', 'the', 'use', 'blue', 'scene', 'was', 'very', 'noticeable']"
en,-1924172856,these films are little more than eye lesser eye candy there are hideous omissions by jackson a director ought to know better jackson did know better there is no curse in elvish entish or the tongues of men bad enough for such treachery down with jackson and his movie book ii paraphrase how many people will not read tolkien because of this # part film fiasco jackson could have stayed close to the text the first glaring departure from it was when gandalf did not use his staff to create a flash when bilbo put on the ring at the party this allowed for many sins there are worse faux pa but i shall not mention them here except for one other particularly nasty flaw the mis attribution of lines both to and by movie chaarcters this is unforgivable here a bad one wormtongue ah but you are alone who knows what you have spoken to the darkness alone in the bitter watches of the night when all your life seems to shrink the walls of your bower closing in about you a hutch to trammel some wild thing in so fair yet so cold like a morning of pale spring still clinging to winter i mean really what have we here wormtongue the white grima the poet gandalf said these words to eomer and there is worse to come alas that peter jackson does not drink from the chalice of misattribution folly and horror as we who have read tolkien well in sum this quotation from denethor ii will suffice have i not tasted it the vileness of his straying from the written word now many nights upon my tongue foreboding that worse yet lay in the dregs as now indeed i find would it were not so i even fell asleep during the second flick in the heat of the battle at helm deep i do not think i care to see the third installation one imagination is brought to life by the words of j r r tolkien and said images are precious to me jackson works are a denigration not an enhancement for me i do not need my mind eye disturbed so foo sincerely dr prevarite,10,"['these', 'films', 'are', 'little', 'more', 'than', 'eye', 'lesser', 'eye', 'candy', 'there', 'are', 'hideous', 'omissions', 'jackson', 'director', 'ought', 'know', 'better', 'jackson', 'did', 'know', 'better', 'there', 'curse', 'elvish', 'the', 'tongues', 'men', 'bad', 'enough', 'for', 'such', 'treachery', 'down', 'with', 'jackson', 'his', 'movie', 'book', 'paraphrase', 'how', 'many', 'people', 'will', 'not', 'read', 'because', 'this', 'part', 'film', 'fiasco', 'jackson', 'could', 'have', 'stayed', 'close', 'the', 'text', 'the', 'first', 'glaring', 'departure', 'from', 'was', 'when', 'did', 'not', 'use', 'his', 'staff', 'create', 'flash', 'when', 'put', 'the', 'ring', 'the', 'party', 'this', 'allowed', 'for', 'many', 'sins', 'there', 'are', 'worse', 'faux', 'but', 'shall', 'not', 'mention', 'them', 'here', 'except', 'for', 'one', 'other', 'particularly', 'nasty', 'flaw', 'the', 'mis', 'attribution', 'lines', 'both', 'movie', 'this', 'unforgivable', 'here', 'bad', 'one', 'but', 'you', 'are', 'alone', 'who', 'knows', 'what', 'you', 'have', 'spoken', 'the', 'darkness', 'alone', 'the', 'bitter', 'watches', 'the', 'night', 'when', 'all', 'your', 'life', 'seems', 'shrink', 'the', 'walls', 'your', 'bower', 'closing', 'about', 'you', 'hutch', 'trammel', 'some', 'wild', 'thing', 'fair', 'yet', 'cold', 'like', 'morning', 'pale', 'spring', 'still', 'clinging', 'winter', 'mean', 'really', 'what', 'have', 'here', 'the', 'white', 'the', 'poet', 'said', 'these', 'words', 'there', 'worse', 'come', 'alas', 'that', 'peter', 'jackson', 'does', 'not', 'drink', 'from', 'the', 'chalice', 'misattribution', 'folly', 'horror', 'who', 'have', 'read', 'well', 'sum', 'this', 'quotation', 'from', 'will', 'suffice', 'have', 'not', 'tasted', 'the', 'vileness', 'his', 'straying', 'from', 'the', 'written', 'word', 'now', 'many', 'nights', 'upon', 'tongue', 'foreboding', 'that', 'worse', 'yet', 'lay', 'the', 'dregs', 'now', 'indeed', 'find', 'would', 'were', 'not', 'even', 'fell', 'asleep', 'during', 'the', 'second', 'flick', 'the', 'heat', 'the', 'battle', 'helm', 'deep', 'not', 'think', 'care', 'see', 'the', 'third', 'installation', 'one', 'imagination', 'brought', 'life', 'the', 'words', 'said', 'images', 'are', 'precious', 'jackson', 'works', 'are', 'denigration', 'not', 'enhancement', 'for', 'not', 'need', 'mind', 'eye', 'disturbed', 'foo', 'sincerely']"
